GKA,Goroka Airport,Papua New Guinea,-6.081689835,145.3919983
MAG,Madang Airport,Papua New Guinea,-5.207079887,145.7890015
HGU,Mount Hagen Kagamuga Airport,Papua New Guinea,-5.826789856,144.2960052
LAE,Nadzab Airport,Papua New Guinea,-6.569803,146.725977
POM,Port Moresby Jacksons International Airport,Papua New Guinea,-9.443380356,147.2200012
WWK,Wewak International Airport,Papua New Guinea,-3.583830118,143.6690063
UAK,Narsarsuaq Airport,Greenland,61.16049957,-45.42599869
GOH,Godthaab / Nuuk Airport,Greenland,64.19090271,-51.67810059
SFJ,Kangerlussuaq Airport,Greenland,67.0122219,-50.71160316
THU,Thule Air Base,Greenland,76.53119659,-68.70320129
AEY,Akureyri Airport,Iceland,65.66000366,-18.0727005
EGS,Egilsstaðir Airport,Iceland,65.28330231,-14.40139961
HFN,Hornafjörður Airport,Iceland,64.295601,-15.2272
HZK,Húsavík Airport,Iceland,65.952301,-17.426001
IFJ,Ísafjörður Airport,Iceland,66.05809784,-23.13529968
KEF,Keflavik International Airport,Iceland,63.98500061,-22.60560036
PFJ,Patreksfjörður Airport,Iceland,65.555801,-23.965
RKV,Reykjavik Airport,Iceland,64.12999725,-21.94059944
SIJ,Siglufjörður Airport,Iceland,66.133301,-18.9167
VEY,Vestmannaeyjar Airport,Iceland,63.42430115,-20.27890015
YAM,Sault Ste Marie Airport,Canada,46.48500061,-84.50939941
\N,Winnipeg / St. Andrews Airport,Canada,50.0564003,-97.03250122
\N,Halifax / CFB Shearwater Heliport,Canada,44.639702,-63.499401
YAY,St. Anthony Airport,Canada,51.39189911,-56.08309937
YAZ,Tofino / Long Beach Airport,Canada,49.079833,-125.775583
YBB,Kugaaruk Airport,Canada,68.534401,-89.808098
YBC,Baie Comeau Airport,Canada,49.13249969,-68.20439911
YBG,CFB Bagotville,Canada,48.33060074,-70.99639893
YBK,Baker Lake Airport,Canada,64.29889679,-96.07779694
YBL,Campbell River Airport,Canada,49.95080185,-125.2710037
YBR,Brandon Municipal Airport,Canada,49.91,-99.951897
YCB,Cambridge Bay Airport,Canada,69.10810089,-105.1380005
YCD,Nanaimo Airport,Canada,49.05497022,-123.8698626
YCG,Castlegar/West Kootenay Regional Airport,Canada,49.29639816,-117.6320038
YCH,Miramichi Airport,Canada,47.007801,-65.449203
YCL,Charlo Airport,Canada,47.990799,-66.330299
YCO,Kugluktuk Airport,Canada,67.816704,-115.143997
YCT,Coronation Airport,Canada,52.07500076,-111.4449997
YCW,Chilliwack Airport,Canada,49.15280151,-121.939003
YCY,Clyde River Airport,Canada,70.48609924,-68.51670074
YZS,Coral Harbour Airport,Canada,64.19329834,-83.35939789
YDA,Dawson City Airport,Canada,64.04309845,-139.128006
YDB,Burwash Airport,Canada,61.37110138,-139.0410004
\N,Princeton Airport,Canada,49.4681015,-120.5110016
YDF,Deer Lake Airport,Canada,49.21080017,-57.39139938
YDL,Dease Lake Airport,Canada,58.42219925,-130.0319977
YDN,Dauphin Barker Airport,Canada,51.10079956,-100.052002
YDQ,Dawson Creek Airport,Canada,55.74229813,-120.1829987
YEG,Edmonton International Airport,Canada,53.30970001,-113.5800018
YEK,Arviat Airport,Canada,61.09420013,-94.07080078
YEN,Estevan Airport,Canada,49.21030045,-102.9660034
YET,Edson Airport,Canada,53.57889938,-116.4649963
YEU,Eureka Airport,Canada,79.99469757,-85.81420136
YEV,Inuvik Mike Zubko Airport,Canada,68.30419922,-133.4830017
YFB,Iqaluit Airport,Canada,63.756402,-68.555801
YFC,Fredericton Airport,Canada,45.8689003,-66.53720093
YFE,Forestville Airport,Canada,48.74610138,-69.09719849
YFO,Flin Flon Airport,Canada,54.67810059,-101.6819992
YFR,Fort Resolution Airport,Canada,61.18080139,-113.6900024
YFS,Fort Simpson Airport,Canada,61.7602005,-121.2369995
YGK,Kingston Norman Rogers Airport,Canada,44.22529984,-76.59690094
YGL,La Grande Rivière Airport,Canada,53.62530136,-77.70420074
YGP,Gaspé (Michel-Pouliot) Airport,Canada,48.77529907,-64.47859955
YGQ,Geraldton Greenstone Regional Airport,Canada,49.77830124,-86.93939972
YGR,Îles-de-la-Madeleine Airport,Canada,47.42470169,-61.77809906
YHB,Hudson Bay Airport,Canada,52.81669998,-102.310997
YHD,Dryden Regional Airport,Canada,49.831699,-92.744202
YHI,Ulukhaktok Holman Airport,Canada,70.76280212,-117.8059998
YHK,Gjoa Haven Airport,Canada,68.63559723,-95.84970093
YHM,John C. Munro Hamilton International Airport,Canada,43.17359924,-79.93499756
YHU,Montréal / Saint-Hubert Airport,Canada,45.51750183,-73.41690063
YHY,Hay River / Merlyn Carter Airport,Canada,60.83969879,-115.7829971
YHZ,Halifax / Stanfield International Airport,Canada,44.88079834,-63.50859833
YIB,Atikokan Municipal Airport,Canada,48.77389908,-91.63860321
YIO,Pond Inlet Airport,Canada,72.6832962,-77.96669769
YJN,St Jean Airport,Canada,45.29439926,-73.28109741
YJT,Stephenville Airport,Canada,48.5442009,-58.54999924
YKA,Kamloops Airport,Canada,50.70220184,-120.4440002
YKF,Waterloo Airport,Canada,43.46080017,-80.37860107
YKL,Schefferville Airport,Canada,54.80530167,-66.80529785
YKY,Kindersley Airport,Canada,51.51750183,-109.1809998
YKZ,Buttonville Municipal Airport,Canada,43.86220169,-79.37000275
YLD,Chapleau Airport,Canada,47.81999969,-83.34670258
YLJ,Meadow Lake Airport,Canada,54.12530136,-108.5230026
YLL,Lloydminster Airport,Canada,53.30920029,-110.072998
YLT,Alert Airport,Canada,82.51779938,-62.2806015
YLW,Kelowna International Airport,Canada,49.95610046,-119.3779984
YMA,Mayo Airport,Canada,63.61640167,-135.8679962
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,50.33029938,-105.5589981
YMM,Fort McMurray Airport,Canada,56.65330124,-111.2220001
YMO,Moosonee Airport,Canada,51.29109955,-80.60780334
YMW,Maniwaki Airport,Canada,46.27280045,-75.99060059
YMX,Montreal International (Mirabel) Airport,Canada,45.679501,-74.038696
YNA,Natashquan Airport,Canada,50.18999863,-61.78919983
YND,Ottawa / Gatineau Airport,Canada,45.52170181,-75.56359863
YNM,Matagami Airport,Canada,49.76169968,-77.80280304
YOC,Old Crow Airport,Canada,67.57060242,-139.8390045
YOD,CFB Cold Lake,Canada,54.40499878,-110.2789993
YOJ,High Level Airport,Canada,58.62139893,-117.1650009
YOW,Ottawa Macdonald-Cartier International Airport,Canada,45.32249832,-75.66919708
YPA,Prince Albert Glass Field,Canada,53.21419907,-105.6729965
YPE,Peace River Airport,Canada,56.226898,-117.446999
YPG,Southport Airport,Canada,49.903099,-98.273817
\N,Pitt Meadows Airport,Canada,49.21609879,-122.7099991
YPL,Pickle Lake Airport,Canada,51.44639969,-90.21420288
YPN,Port Menier Airport,Canada,49.83639908,-64.28859711
YPQ,Peterborough Airport,Canada,44.22999954,-78.36329651
YPR,Prince Rupert Airport,Canada,54.28609848,-130.4450073
YPY,Fort Chipewyan Airport,Canada,58.76720047,-111.1169968
YQA,Muskoka Airport,Canada,44.97470093,-79.30329895
YQB,Quebec Jean Lesage International Airport,Canada,46.7911,-71.393303
YQF,Red Deer Regional Airport,Canada,52.18220139,-113.8939972
YQG,Windsor Airport,Canada,42.27560043,-82.95559692
YQH,Watson Lake Airport,Canada,60.11640167,-128.8220062
YQK,Kenora Airport,Canada,49.78829956,-94.36309814
YQL,Lethbridge County Airport,Canada,49.63029861,-112.8000031
YQM,Greater Moncton International Airport,Canada,46.11220169,-64.6785965
YQQ,Comox Airport,Canada,49.71080017,-124.887001
YQR,Regina International Airport,Canada,50.43190002,-104.6660004
YQT,Thunder Bay Airport,Canada,48.37189865,-89.32389832
YQU,Grande Prairie Airport,Canada,55.17969894,-118.8850021
YQV,Yorkton Municipal Airport,Canada,51.26470184,-102.461998
YQW,North Battleford Airport,Canada,52.76919937,-108.2440033
YQX,Gander International Airport,Canada,48.93690109,-54.56809998
YQY,Sydney / J.A. Douglas McCurdy Airport,Canada,46.1614,-60.047798
YQZ,Quesnel Airport,Canada,53.02610016,-122.5100021
YRB,Resolute Bay Airport,Canada,74.71690369,-94.9693985
YRI,Rivière-du-Loup Airport,Canada,47.76440048,-69.58470154
YRJ,Roberval Airport,Canada,48.52000046,-72.26560211
YRM,Rocky Mountain House Airport,Canada,52.42969894,-114.9039993
YRT,Rankin Inlet Airport,Canada,62.81140137,-92.11579895
YSB,Sudbury Airport,Canada,46.625,-80.79889679
YSC,Sherbrooke Airport,Canada,45.43859863,-71.69139862
YSJ,Saint John Airport,Canada,45.31610107,-65.89029694
YSM,Fort Smith Airport,Canada,60.02030182,-111.961998
YSR,Nanisivik Airport,Canada,72.982201,-84.613602
YSU,Summerside Airport,Canada,46.44060135,-63.83359909
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Canada,71.99389648,-125.2429962
YTE,Cape Dorset Airport,Canada,64.23000336,-76.52670288
YTH,Thompson Airport,Canada,55.80110168,-97.86419678
YTR,CFB Trenton,Canada,44.1189003,-77.52809906
YTS,Timmins/Victor M. Power,Canada,48.56969833,-81.37670136
YTZ,Billy Bishop Toronto City Centre Airport,Canada,43.627499,-79.396202
YUB,Tuktoyaktuk Airport,Canada,69.4332962,-133.026001
YUL,Montreal / Pierre Elliott Trudeau International Airport,Canada,45.47060013,-73.74079895
YUT,Repulse Bay Airport,Canada,66.52140045,-86.22470093
YUX,Hall Beach Airport,Canada,68.77610016,-81.2425
YUY,Rouyn Noranda Airport,Canada,48.20610046,-78.83560181
YVC,La Ronge Airport,Canada,55.15140152,-105.262001
YVG,Vermilion Airport,Canada,53.35580063,-110.8239975
YVM,Qikiqtarjuaq Airport,Canada,67.54579926,-64.03140259
YVO,Val-d'Or Airport,Canada,48.05329895,-77.78279877
YVP,Kuujjuaq Airport,Canada,58.09609985,-68.42690277
YVQ,Norman Wells Airport,Canada,65.28160095,-126.7979965
YVR,Vancouver International Airport,Canada,49.19390106,-123.1839981
YVT,Buffalo Narrows Airport,Canada,55.84189987,-108.4179993
YVV,Wiarton Airport,Canada,44.7458,-81.107201
YWA,Petawawa Airport,Canada,45.95220184,-77.31919861
YWG,Winnipeg / James Armstrong Richardson International Airport,Canada,49.90999985,-97.23989868
YWK,Wabush Airport,Canada,52.9219017,-66.86440277
YWL,Williams Lake Airport,Canada,52.18310165,-122.0540009
YWY,Wrigley Airport,Canada,63.20940018,-123.4369965
YXC,Cranbrook/Canadian Rockies International Airport,Canada,49.6108017,-115.7819977
YXD,Edmonton City Centre (Blatchford Field) Airport,Canada,53.57249832,-113.5210037
YXE,Saskatoon John G. Diefenbaker International Airport,Canada,52.17079926,-106.6999969
YXH,Medicine Hat Airport,Canada,50.01890182,-110.7210007
YXJ,Fort St John Airport,Canada,56.23809814,-120.7399979
YXL,Sioux Lookout Airport,Canada,50.11389923,-91.90529633
YXP,Pangnirtung Airport,Canada,66.14499664,-65.71360016
YXR,Earlton (Timiskaming Regional) Airport,Canada,47.69740065,-79.84734535
YXS,Prince George Airport,Canada,53.88940048,-122.6790009
YXT,Northwest Regional Airport Terrace-Kitimat,Canada,54.468498,-128.576009
YXU,London Airport,Canada,43.035599,-81.1539
YXX,Abbotsford Airport,Canada,49.02529907,-122.3610001
YXY,Whitehorse / Erik Nielsen International Airport,Canada,60.70959854,-135.0670013
YYB,North Bay Jack Garland Airport,Canada,46.363602,-79.422798
YYC,Calgary International Airport,Canada,51.11389923,-114.0199966
YYD,Smithers Airport,Canada,54.8246994,-127.1829987
YYE,Fort Nelson Airport,Canada,58.83639908,-122.5970001
YYF,Penticton Airport,Canada,49.46310043,-119.6019974
YYG,Charlottetown Airport,Canada,46.29000092,-63.12110138
YYH,Taloyoak Airport,Canada,69.54669952,-93.5766983
YYJ,Victoria International Airport,Canada,48.64690018,-123.4260025
YYL,Lynn Lake Airport,Canada,56.86389923,-101.0759964
YYN,Swift Current Airport,Canada,50.29190063,-107.6910019
YYQ,Churchill Airport,Canada,58.73920059,-94.06500244
YYR,Goose Bay Airport,Canada,53.31919861,-60.42580032
YYT,St. John's International Airport,Canada,47.61859894,-52.75189972
YYU,Kapuskasing Airport,Canada,49.41389847,-82.46749878
YYW,Armstrong Airport,Canada,50.29029846,-88.90969849
YYY,Mont Joli Airport,Canada,48.60860062,-68.20809937
YYZ,Lester B. Pearson International Airport,Canada,43.67720032,-79.63059998
YZD,Downsview Airport,Canada,43.74250031,-79.46559906
YZE,Gore Bay Manitoulin Airport,Canada,45.88529968,-82.56780243
YZF,Yellowknife Airport,Canada,62.46279907,-114.4400024
YZH,Slave Lake Airport,Canada,55.29309845,-114.7770004
YZP,Sandspit Airport,Canada,53.25429916,-131.8139954
YZR,Chris Hadfield Airport,Canada,42.99940109,-82.30889893
YZT,Port Hardy Airport,Canada,50.68059921,-127.3669968
YZU,Whitecourt Airport,Canada,54.14390182,-115.7870026
YZV,Sept-Îles Airport,Canada,50.22330093,-66.26560211
YZW,Teslin Airport,Canada,60.17279816,-132.7429962
YZX,CFB Greenwood,Canada,44.9844017,-64.91690063
ZFA,Faro Airport,Canada,62.20750046,-133.3760071
ZFM,Fort Mcpherson Airport,Canada,67.40750122,-134.8609924
QLD,Blida Airport,Algeria,36.50360107,2.814169884
BUJ,Bou Saada Airport,Algeria,35.33250046,4.206389904
BJA,Soummam Airport,Algeria,36.7120018,5.069920063
ALG,Houari Boumediene Airport,Algeria,36.69100189,3.215409994
DJG,Djanet Inedbirene Airport,Algeria,24.292801,9.45244
\N,Boufarik Airport,Algeria,36.545799,2.87611
\N,Reggane Airport,Algeria,26.7101,0.285647
VVZ,Illizi Takhamalt Airport,Algeria,26.7234993,8.622650146
\N,Ain Oussera Airport,Algeria,35.52539825,2.878710032
TMR,Aguenar – Hadj Bey Akhamok Airport,Algeria,22.81150055,5.451079845
GJL,Jijel Ferhat Abbas Airport,Algeria,36.79510117,5.87361002
MZW,Mecheria Airport,Algeria,33.53590012,-0.242353007
\N,Relizane Airport,Algeria,35.752201,0.626272
AAE,Rabah Bitat Airport,Algeria,36.822201,7.809174
CZL,Mohamed Boudiaf International Airport,Algeria,36.27600098,6.620389938
TEE,Cheikh Larbi Tébessi Airport,Algeria,35.43159866,8.12071991
HRM,Hassi R'Mel Airport,Algeria,32.93040085,3.311539888
TID,Bou Chekif Airport,Algeria,35.34109879,1.463150024
\N,Bou Sfer Airport,Algeria,35.73540115,-0.805388987
TIN,Tindouf Airport,Algeria,27.7003994,-8.167099953
CFK,Ech Cheliff Airport,Algeria,36.21269989,1.331769943
TAF,Tafaraoui Airport,Algeria,35.54240036,-0.532278001
TLM,Zenata – Messali El Hadj Airport,Algeria,35.01670074,-1.450000048
ORN,Es Senia Airport,Algeria,35.62390137,-0.621182978
BFW,Sidi Bel Abbes Airport,Algeria,35.17179871,-0.593275011
MUW,Ghriss Airport,Algeria,35.20769882,0.147141993
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria,27.83760071,-0.186414003
BSK,Biskra Airport,Algeria,34.79330063,5.738230228
ELG,El Golea Airport,Algeria,30.57130051,2.859590054
GHA,Noumérat - Moufdi Zakaria Airport,Algeria,32.38410187,3.79411006
HME,Oued Irara Airport,Algeria,31.67300034,6.140439987
INZ,In Salah Airport,Algeria,27.25099945,2.512020111
TGR,Touggourt Sidi Madhi Airport,Algeria,33.06779861,6.088669777
LOO,Laghouat Airport,Algeria,33.76440048,2.928339958
TMX,Timimoun Airport,Algeria,29.2371006,0.276033014
OGX,Ain el Beida Airport,Algeria,31.91720009,5.412779808
IAM,In Aménas Airport,Algeria,28.0515,9.64291
COO,Cadjehoun Airport,Benin,6.357230186,2.384350061
OUA,Ouagadougou Airport,Burkina Faso,12.3532,-1.51242
BOY,Bobo Dioulasso Airport,Burkina Faso,11.16009998,-4.33096981
ACC,Kotoka International Airport,Ghana,5.6051898,-0.166786
TML,Tamale Airport,Ghana,9.557189941,-0.863214016
\N,Wa Airport,Ghana,10.08269978,-2.507689953
NYI,Sunyani Airport,Ghana,7.361830235,-2.328759909
TKD,Takoradi Airport,Ghana,4.89605999,-1.774760008
ABJ,Port Bouet Airport,Cote d'Ivoire,5.261390209,-3.926290035
BYK,Bouaké Airport,Cote d'Ivoire,7.738800049,-5.07366991
DJO,Daloa Airport,Cote d'Ivoire,6.792809963,-6.473189831
HGO,Korhogo Airport,Cote d'Ivoire,9.387180328,-5.556660175
MJC,Man Airport,Cote d'Ivoire,7.272069931,-7.587359905
SPY,San Pedro Airport,Cote d'Ivoire,4.746719837,-6.660820007
ASK,Yamoussoukro Airport,Cote d'Ivoire,6.903170109,-5.365580082
